id,character
473,lenny_leonard
474,ned_flanders
475,krusty_the_clown
476,chief_wiggum
477,abraham_grampa_simpson
478,charles_montgomery_burns
479,apu_nahasapeemapetilon
480,moe_szyslak
481,ned_flanders
482,lisa_simpson
483,nelson_muntz
484,lisa_simpson
485,mayor_quimby
486,sideshow_bob
487,nelson_muntz
488,comic_book_guy
489,kent_brockman
490,marge_simpson
491,abraham_grampa_simpson
492,milhouse_van_houten
493,milhouse_van_houten
494,ned_flanders
495,homer_simpson
496,mayor_quimby
497,marge_simpson
498,lisa_simpson
499,comic_book_guy
500,krusty_the_clown
501,lisa_simpson
502,bart_simpson
503,moe_szyslak
504,homer_simpson
505,chief_wiggum
506,marge_simpson
507,nelson_muntz
508,mayor_quimby
509,sideshow_bob
510,bart_simpson
511,mayor_quimby
512,principal_skinner
513,sideshow_bob
514,lisa_simpson
515,comic_book_guy
516,principal_skinner
517,mayor_quimby
518,nelson_muntz
519,principal_skinner
520,kent_brockman
521,lenny_leonard
522,krusty_the_clown
523,charles_montgomery_burns
524,lisa_simpson
525,chief_wiggum
526,krusty_the_clown
527,principal_skinner
528,ned_flanders
529,chief_wiggum
530,lenny_leonard
531,apu_nahasapeemapetilon
532,kent_brockman
533,lisa_simpson
534,marge_simpson
535,bart_simpson
536,comic_book_guy
537,chief_wiggum
538,kent_brockman
539,comic_book_guy
540,chief_wiggum
541,lenny_leonard
542,krusty_the_clown
543,charles_montgomery_burns
544,abraham_grampa_simpson
545,kent_brockman
546,homer_simpson
547,homer_simpson
548,abraham_grampa_simpson
549,krusty_the_clown
550,lisa_simpson
551,comic_book_guy
552,homer_simpson
553,mayor_quimby
554,ned_flanders
555,krusty_the_clown
556,comic_book_guy
557,ned_flanders
558,chief_wiggum
559,charles_montgomery_burns
560,lisa_simpson
561,nelson_muntz
562,ned_flanders
563,kent_brockman
564,moe_szyslak
565,moe_szyslak
566,sideshow_bob
567,mayor_quimby
568,bart_simpson
569,comic_book_guy
570,lenny_leonard
571,mayor_quimby
572,sideshow_bob
573,krusty_the_clown
574,milhouse_van_houten
575,comic_book_guy
576,apu_nahasapeemapetilon
577,milhouse_van_houten
578,mayor_quimby
579,moe_szyslak
580,moe_szyslak
581,nelson_muntz
582,bart_simpson
583,lenny_leonard
584,comic_book_guy
585,lenny_leonard
586,homer_simpson
587,homer_simpson
588,lenny_leonard
589,edna_krabappel
590,lenny_leonard
591,bart_simpson
592,milhouse_van_houten
593,krusty_the_clown
594,nelson_muntz
595,ned_flanders
596,abraham_grampa_simpson
597,nelson_muntz
598,abraham_grampa_simpson
599,milhouse_van_houten
600,principal_skinner
601,lenny_leonard
602,sideshow_bob
603,abraham_grampa_simpson
604,krusty_the_clown
605,abraham_grampa_simpson
606,comic_book_guy
607,krusty_the_clown
608,moe_szyslak
609,krusty_the_clown
610,ned_flanders
611,bart_simpson
612,principal_skinner
613,lisa_simpson
614,moe_szyslak
615,sideshow_bob
616,lisa_simpson
617,principal_skinner
618,ned_flanders
619,comic_book_guy
620,bart_simpson
621,moe_szyslak
622,charles_montgomery_burns
623,milhouse_van_houten
624,homer_simpson
625,homer_simpson
626,apu_nahasapeemapetilon
627,nelson_muntz
628,moe_szyslak
629,nelson_muntz
630,kent_brockman
631,ned_flanders
632,sideshow_bob
633,ned_flanders
634,edna_krabappel
635,homer_simpson
636,comic_book_guy
637,abraham_grampa_simpson
638,apu_nahasapeemapetilon
639,kent_brockman
640,charles_montgomery_burns
641,krusty_the_clown
642,edna_krabappel
643,charles_montgomery_burns
644,mayor_quimby
645,lisa_simpson
646,nelson_muntz
647,edna_krabappel
648,lisa_simpson
649,edna_krabappel
650,chief_wiggum
651,edna_krabappel
652,moe_szyslak
653,principal_skinner
654,bart_simpson
655,lisa_simpson
656,kent_brockman
657,kent_brockman
658,abraham_grampa_simpson
659,homer_simpson
660,chief_wiggum
661,milhouse_van_houten
662,bart_simpson
663,milhouse_van_houten
664,bart_simpson
665,sideshow_bob
666,chief_wiggum
667,abraham_grampa_simpson
668,charles_montgomery_burns
669,homer_simpson
670,lisa_simpson
671,krusty_the_clown
672,kent_brockman
673,apu_nahasapeemapetilon
674,apu_nahasapeemapetilon
675,krusty_the_clown
676,krusty_the_clown
677,abraham_grampa_simpson
678,comic_book_guy
679,bart_simpson
680,charles_montgomery_burns
681,mayor_quimby
682,kent_brockman
683,krusty_the_clown
684,homer_simpson
685,kent_brockman
686,nelson_muntz
687,principal_skinner
688,kent_brockman
689,comic_book_guy
690,marge_simpson
691,moe_szyslak
692,kent_brockman
693,lenny_leonard
694,edna_krabappel
695,ned_flanders
696,sideshow_bob
697,ned_flanders
698,krusty_the_clown
699,milhouse_van_houten
700,moe_szyslak
701,ned_flanders
702,moe_szyslak
703,chief_wiggum
704,lisa_simpson
705,marge_simpson
706,edna_krabappel
707,homer_simpson
708,mayor_quimby
709,principal_skinner
710,chief_wiggum
711,edna_krabappel
712,ned_flanders
713,ned_flanders
714,milhouse_van_houten
715,kent_brockman
716,sideshow_bob
717,lisa_simpson
718,marge_simpson
719,milhouse_van_houten
720,principal_skinner
721,homer_simpson
722,marge_simpson
723,homer_simpson
724,chief_wiggum
725,kent_brockman
726,charles_montgomery_burns
727,marge_simpson
728,abraham_grampa_simpson
729,moe_szyslak
730,moe_szyslak
731,edna_krabappel
732,chief_wiggum
733,krusty_the_clown
734,nelson_muntz
735,lisa_simpson
736,ned_flanders
737,milhouse_van_houten
738,edna_krabappel
739,mayor_quimby
740,lisa_simpson
741,moe_szyslak
742,charles_montgomery_burns
743,comic_book_guy
744,apu_nahasapeemapetilon
745,krusty_the_clown
746,charles_montgomery_burns
747,sideshow_bob
748,edna_krabappel
749,nelson_muntz
750,charles_montgomery_burns
751,moe_szyslak
752,kent_brockman
753,edna_krabappel
754,sideshow_bob
755,principal_skinner
756,comic_book_guy
757,apu_nahasapeemapetilon
758,moe_szyslak
759,principal_skinner
760,kent_brockman
761,homer_simpson
762,marge_simpson
763,marge_simpson
764,krusty_the_clown
765,charles_montgomery_burns
766,nelson_muntz
767,nelson_muntz
768,kent_brockman
769,moe_szyslak
770,charles_montgomery_burns
771,mayor_quimby
772,nelson_muntz
773,kent_brockman
774,sideshow_bob
775,principal_skinner
776,moe_szyslak
777,principal_skinner
778,homer_simpson
779,mayor_quimby
780,comic_book_guy
781,milhouse_van_houten
782,principal_skinner
783,marge_simpson
784,marge_simpson
785,bart_simpson
786,kent_brockman
787,edna_krabappel
788,mayor_quimby
789,marge_simpson
790,principal_skinner
791,lisa_simpson
792,mayor_quimby
793,sideshow_bob
794,lenny_leonard
795,abraham_grampa_simpson
796,nelson_muntz
797,edna_krabappel
798,lisa_simpson
799,milhouse_van_houten
800,lisa_simpson
801,homer_simpson
802,ned_flanders
803,nelson_muntz
804,homer_simpson
805,homer_simpson
806,moe_szyslak
807,moe_szyslak
808,nelson_muntz
809,chief_wiggum
810,edna_krabappel
811,lenny_leonard
812,charles_montgomery_burns
813,charles_montgomery_burns
814,ned_flanders
815,homer_simpson
816,edna_krabappel
817,milhouse_van_houten
818,lenny_leonard
819,kent_brockman
820,principal_skinner
821,lisa_simpson
822,comic_book_guy
823,comic_book_guy
824,abraham_grampa_simpson
825,lenny_leonard
826,abraham_grampa_simpson
827,kent_brockman
828,ned_flanders
829,abraham_grampa_simpson
830,bart_simpson
831,lisa_simpson
832,homer_simpson
833,chief_wiggum
834,marge_simpson
835,moe_szyslak
836,lisa_simpson
837,principal_skinner
838,edna_krabappel
839,edna_krabappel
840,milhouse_van_houten
841,comic_book_guy
842,milhouse_van_houten
843,chief_wiggum
844,marge_simpson
845,nelson_muntz
846,principal_skinner
847,charles_montgomery_burns
848,bart_simpson
849,chief_wiggum
850,chief_wiggum
851,nelson_muntz
852,bart_simpson
853,lisa_simpson
854,apu_nahasapeemapetilon
855,chief_wiggum
856,homer_simpson
857,mayor_quimby
858,milhouse_van_houten
859,mayor_quimby
860,krusty_the_clown
861,kent_brockman
862,marge_simpson
863,marge_simpson
864,comic_book_guy
865,comic_book_guy
866,marge_simpson
867,kent_brockman
868,mayor_quimby
869,lenny_leonard
870,edna_krabappel
871,moe_szyslak
872,kent_brockman
873,lenny_leonard
874,ned_flanders
875,bart_simpson
876,abraham_grampa_simpson
877,abraham_grampa_simpson
878,krusty_the_clown
879,krusty_the_clown
880,kent_brockman
881,krusty_the_clown
882,kent_brockman
883,charles_montgomery_burns
884,lenny_leonard
885,principal_skinner
886,mayor_quimby
887,bart_simpson
888,chief_wiggum
889,moe_szyslak
890,milhouse_van_houten
891,comic_book_guy
892,kent_brockman
893,abraham_grampa_simpson
894,lenny_leonard
895,marge_simpson
896,charles_montgomery_burns
897,ned_flanders
898,abraham_grampa_simpson
899,abraham_grampa_simpson
900,chief_wiggum
901,kent_brockman
902,charles_montgomery_burns
903,lisa_simpson
904,chief_wiggum
905,moe_szyslak
906,lisa_simpson
907,marge_simpson
908,charles_montgomery_burns
909,principal_skinner
910,edna_krabappel
911,principal_skinner
912,mayor_quimby
913,mayor_quimby
914,homer_simpson
915,sideshow_bob
916,mayor_quimby
917,milhouse_van_houten
918,sideshow_bob
919,ned_flanders
920,krusty_the_clown
921,lisa_simpson
922,sideshow_bob
923,krusty_the_clown
924,sideshow_bob
925,abraham_grampa_simpson
926,sideshow_bob
927,edna_krabappel
928,chief_wiggum
929,sideshow_bob
930,abraham_grampa_simpson
931,lenny_leonard
932,principal_skinner
933,abraham_grampa_simpson
934,kent_brockman
935,kent_brockman
936,homer_simpson
937,lenny_leonard
938,bart_simpson
939,bart_simpson
940,ned_flanders
941,nelson_muntz
942,bart_simpson
943,apu_nahasapeemapetilon
944,moe_szyslak
945,mayor_quimby
946,abraham_grampa_simpson
947,lenny_leonard
948,krusty_the_clown
949,chief_wiggum
950,milhouse_van_houten
951,homer_simpson
952,milhouse_van_houten
953,lenny_leonard
954,milhouse_van_houten
955,kent_brockman
956,moe_szyslak
957,moe_szyslak
958,apu_nahasapeemapetilon
959,apu_nahasapeemapetilon
960,edna_krabappel
961,charles_montgomery_burns
962,milhouse_van_houten
963,lenny_leonard
964,mayor_quimby
965,bart_simpson
966,nelson_muntz
967,marge_simpson
968,sideshow_bob
969,bart_simpson
970,lenny_leonard
971,chief_wiggum
972,lenny_leonard
973,bart_simpson
974,nelson_muntz
975,kent_brockman
976,mayor_quimby
977,lisa_simpson
978,comic_book_guy
979,bart_simpson
980,nelson_muntz
981,kent_brockman
982,ned_flanders
983,ned_flanders
984,krusty_the_clown
985,lisa_simpson
986,milhouse_van_houten
987,moe_szyslak
988,marge_simpson
989,lenny_leonard
990,milhouse_van_houten
